"datetime_mountain","time_utc","ethane","ethene","propane","propene","1_3-butadiene","i-butane","n-butane","acetylene","cyclopentane","i-pentane","n-pentane","n-hexane","isoprene","n-heptane","benzene","n-octane","toluene","ethyl-benzene","m&p-xylene","o-xylene","h2s","so2","ch4","co2","nox","no","no2","co","o3","rd_particle_B","radon_B","radon_pCi","rd_particle_pCi","wdr_deg","wsp_ms","temp_f","relh_percent","solr","pressure_altcorr","rain","water_vapor_mr"
2023-05-01 00:05:00,2023-05-01 06:05:00,31.41,0.3816,19.86,0.1169,0.0071,3.151,7.985,0.3219,0.1897,2.295,2.501,0.8439,0.005723,0.332,0.3347,0.153,0.4155,0.06106,0.1262,0.04571,1.795,0.397055555555555,2193.5,425.82,24.547,8.298,16.25,151.2,38.7,10,24.6,0.664,0.27,89.7,7.5,67.04,34,0,1010.3,0,5.3
2023-05-01 01:05:00,2023-05-01 07:05:00,107.4,0.287,92.01,0.07505,0.0071,15.39,37.86,0.5062,0.5617,9.576,10.23,2.745,0.005723,0.8899,0.6961,0.263,0.6539,0.0704,0.1742,0.04546,1.61352941176471,0.630888888888889,2354.5,426.15,28.109,8.522,19.586,144.02,36.6,10,8.6,0.232,0.27,97.9,4.38,64.22,38,0,1010.9,0,5.4
2023-05-01 02:05:00,2023-05-01 08:05:00,55.2,0.1507,38.66,0.04042,0.0071,5.788,14.69,0.3084,0.3052,3.885,4.303,1.329,0.005723,0.5332,0.393,0.2139,0.3642,0.03465,0.1149,0.03122,1.15327777777778,0.261777777777778,2355.9,425.66,4.472,0.025,4.464,140.8,47,3.5,17.4,0.471,0.095,44,3.11,62.05,41.1,0,1011.7,0,5.4
2023-05-01 03:05:00,2023-05-01 09:05:00,28.5,0.1612,20.79,0.04393,0.0071,3.581,9.396,0.3306,0.1889,2.944,2.745,0.8413,0.01219,0.3825,0.2721,0.1992,0.3681,0.05124,0.1279,0.04891,0.954555555555556,0.2,2150.1,426.11,2.837,0.029,2.806,147.89,46,1,26.8,0.724,0.027,18.2,2.79,59.82,43.4,0,1012.2,0,5.3
2023-05-01 04:05:00,2023-05-01 10:05:00,45.33,0.4483,27.56,0.09964,0.0071,4.765,13.24,0.4072,0.2565,4.584,3.96,1.075,0.0178,0.3386,0.2871,0.1575,0.2298,0.01931,0.06241,0.02329,0.995705882352941,0.2,2306.8,431.39,7.852,0.102,7.744,204.8,36.4,7,29.2,0.788,0.189,9,3.33,56.71,48.1,0,1012.8,0,5.2
2023-05-01 05:05:00,2023-05-01 11:05:00,60.03,0.3376,43.27,0.1059,0.0071,7.77,19.82,0.4708,0.3133,6.789,5.429,1.351,0.02883,0.4159,0.2964,0.1867,0.2918,0.03268,0.09365,0.03082,1.12629411764706,0.462833333333333,2304.3,431.05,13.467,0.478,12.991,164.82,27.7,6,19.4,0.525,0.162,14.1,2.84,54.09,51,0,1013.2,0,5
2023-05-01 06:05:00,2023-05-01 12:05:00,67.35,0.452,40.47,0.1154,0.0071,6.922,14.93,0.5192,0.3092,4.274,4.258,1.311,0.01227,0.4432,0.5336,0.1845,0.3777,0.03759,0.08554,0.03737,1.56777777777778,0.294888888888889,2681.3,436.57,20.956,2.376,18.58,262.1,18,11,45.8,1.238,0.297,0.3,3.27,50.56,56,5.2,1013.3,0,4.8
2023-05-01 07:05:00,2023-05-01 13:05:00,30.31,0.2668,19.78,0.09549,0.0071,3.161,8.204,0.3649,0.2898,2.738,2.902,1.236,0.005723,0.6868,0.6213,0.3429,0.7145,0.1439,0.2909,0.1397,1.52055555555556,0.391058823529412,2245.6,431.71,17.239,3.399,13.842,168.41,25.1,11.5,30.5,0.825,0.311,343.2,2.45,52.82,51.4,140.2,1014.5,0,4.8
2023-05-01 08:05:00,2023-05-01 14:05:00,25.59,0.2273,17.31,0.0662,0.0071,2.973,10.94,0.3724,0.2675,5.153,3.521,0.965,0.02876,0.3502,0.4206,0.1402,0.3818,0.05287,0.1061,0.04219,0.970777777777778,0.560666666666667,2161.5,427.93,6.074,1.933,4.141,169.1,43.3,1,21.8,0.588,0.027,30.8,2.94,57.2,43,371.7,1015,0,4.7
2023-05-01 09:05:00,2023-05-01 15:05:00,29.59,0.2671,20.17,0.05794,0.0071,3.239,8.567,0.3992,0.2102,2.475,2.755,0.9163,0.01277,0.3762,0.3334,0.1432,0.2636,0.03187,0.08937,0.03228,0.819470588235294,0.577833333333333,2185.3,427.13,5.549,1.563,3.985,171.23,48.1,18.5,10.6,0.287,0.5,60.2,2.34,59.78,40,506.7,1015.1,0,4.8
2023-05-01 10:05:00,2023-05-01 16:05:00,31.73,0.2838,22.41,0.06704,0.0071,3.563,9.258,0.3989,0.2091,2.571,2.829,0.8804,0.005723,0.338,0.3553,0.1263,0.2622,0.03025,0.06328,0.02255,0.898235294117647,0.658777777777778,2184.6,426.85,4.441,0.98,3.461,174.31,52,5.5,6.4,0.172,0.149,92.1,0.91,62.68,36.6,454.3,1014.5,0,4.9
2023-05-01 11:05:00,2023-05-01 17:05:00,32.56,0.2604,21.32,0.05554,0.0071,3.383,8.692,0.3808,0.188,2.426,2.671,0.8711,0.005723,0.3482,0.3177,0.1246,0.2343,0.02175,0.05946,0.01327,0.681833333333333,0.536823529411765,2197.6,426.36,3.121,0.613,2.508,179.1,59.3,4.5,28.9,0.781,0.122,30.6,1.41,65.68,33.7,653.3,1014,0,5
2023-05-01 12:05:00,2023-05-01 18:05:00,31.02,0.2357,20.03,0.04891,0.0071,3.156,7.983,0.3865,0.1708,2.194,2.414,0.7775,0.005723,0.3017,0.311,0.1088,0.2262,0.02492,0.04721,0.004042,0.727888888888889,0.670888888888889,2193.1,425.59,2.484,0.543,1.941,158.6,65.1,6,17.5,0.473,0.162,285.1,2.2,67.28,31.8,586.5,1013,0,5
2023-05-01 13:05:00,2023-05-01 19:05:00,53.2,0.2991,39.33,0.0679,0.0071,6.612,16.35,0.4275,0.2857,4.38,4.792,1.508,0.005723,0.6244,0.4557,0.2354,0.3704,0.02854,0.09958,0.03841,0.750058823529412,0.661588235294118,2281.1,425.27,2.932,0.579,2.353,143.43,69.2,1,8.7,0.235,0.027,146.4,0.62,71.23,28.2,770.2,1012.5,0,5.1
2023-05-01 14:05:00,2023-05-01 20:05:00,45.02,0.2965,32.2,0.07083,0.0071,5.125,13.08,0.4395,0.2268,3.382,3.719,1.031,0.005723,0.326,0.3564,0.1051,0.3425,0.02268,0.04122,0.01551,0.774444444444444,0.642833333333333,2256.6,425.76,4.515,0.741,3.773,148.48,76.2,2,13.1,0.354,0.027,73.3,1.98,72.54,27,641.5,1011.7,0,5.1
2023-05-01 15:05:00,2023-05-01 21:05:00,49.1,0.3602,30.84,0.0622,0.0071,4.75,12.1,0.4734,0.2309,3.193,3.574,1.054,0.005723,0.3533,0.4822,0.1261,0.46,0.03379,0.04867,0.01946,0.811,0.639388888888889,2325.5,427,3.403,0.408,2.995,160.13,85.7,15,15.3,0.412,0.406,167.3,3.47,72.93,26,642.1,1010.8,0,5
2023-05-01 16:05:00,2023-05-01 22:05:00,50.89,0.3999,31.16,0.07405,0.0071,4.784,12.14,0.5646,0.2286,3.19,3.597,1.082,0.005723,0.3917,0.5041,0.123,0.4519,0.02516,0.05137,0.02123,0.865055555555556,0.641125,2358.8,427.53,4.632,0.365,4.267,153.22,81.8,7.5,13,0.353,0.203,179.8,2.68,74.16,25.9,265.8,1010,0,5.2
2023-05-01 17:05:00,2023-05-01 23:05:00,53.25,0.4553,34.82,0.08813,0.0071,5.705,14.81,0.5268,0.263,3.992,4.621,1.407,0.005723,0.5053,0.4321,0.1757,0.3322,0.03495,0.07744,0.03051,0.821882352941176,0.742444444444444,2334.1,426.95,4.444,0.377,4.067,154.3,87.3,3.5,15.3,0.413,0.095,199.7,4.28,75.56,24.2,399.7,1009.5,0,5.1
2023-05-01 18:05:00,2023-05-02 00:05:00,42.98,0.4227,28.56,0.07969,0.0071,4.476,12,0.5965,0.2256,3.209,3.713,1.148,0.005723,0.4109,0.3988,0.1502,0.3021,0.02855,0.07001,0.03256,0.904529411764706,1.36723529411765,2334.7,427.6,4.862,0.258,4.605,162.9,86.6,1,4.2,0.115,0.027,156.9,2.31,75.29,24.4,172.5,1009,0,5.1
2023-05-01 19:05:00,2023-05-02 01:05:00,49.64,0.5251,32.51,0.09563,0.0071,5.149,13.79,0.5778,0.2684,3.749,4.427,1.46,0.005723,0.559,0.3368,0.2039,0.3409,0.04127,0.1139,0.03534,0.8185625,0.825888888888889,2331.3,427.64,5.119,0.095,5.024,187.72,75.9,4.5,8.6,0.232,0.122,175.3,3.27,73.74,26,24.8,1008.8,0,5.1
2023-05-01 20:05:00,2023-05-02 02:05:00,60.45,0.5012,39.8,0.0926,0.0071,6.201,17.12,0.5811,0.352,4.659,5.553,1.659,0.005723,0.5462,0.5274,0.1777,0.4157,0.02588,0.08931,0.02788,0.865266666666667,0.581117647058824,2411.5,430.96,9.549,0.211,9.337,177.96,64.2,1,15.1,0.407,0.027,183.4,3.36,71,28,0,1008.9,0,5
2023-05-01 21:05:00,2023-05-02 03:05:00,130.5,0.677,94.02,0.1366,0.0071,16.48,44.4,0.7439,0.8591,13.15,15.52,4.631,0.005723,1.482,0.8061,0.3981,0.7321,0.03653,0.1952,0.05942,0.9719375,0.555875,2885.4,433.51,13.933,0.28,13.65,184.7,50.6,9.5,17.5,0.473,0.257,183.9,2.29,69.52,29,0,1009.3,0,5
2023-05-01 22:05:00,2023-05-02 04:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9346875,0.5282,2768.3,435.3,8.823,0.1,8.721,192.87,44.8,20.5,31.2,0.844,0.554,169.1,2.84,67.23,31.3,0,1009.7,0,4.9
2023-05-01 23:05:00,2023-05-02 05:05:00,163.9,0.9383,105.5,0.2022,0.0071,17.33,47.17,0.8698,0.971,13.64,16.45,5.52,0.005723,2.102,0.9156,0.6431,0.9511,0.06924,0.3311,0.1198,1.12485714285714,0.5447,3034.8,437.12,16.76,0.183,16.578,209.06,35.7,24.5,23.9,0.646,0.662,171.2,3.13,67.28,31,0,1009.6,0,4.9
2023-05-02 00:05:00,2023-05-02 06:05:00,159,3.475,106.3,0.6797,0.03413,20.47,55.46,1.022,1.203,20.25,23.57,6.723,0.01316,2.359,1.307,0.7426,1.138,0.06604,0.393,0.1281,NA,0.2,3246.9,435.79,22.721,6.317,16.404,331.3,44.8,12.5,21.7,0.587,0.338,212.9,2.97,69.07,29.2,0,1010,0,4.9
2023-05-02 01:05:00,2023-05-02 07:05:00,79.44,1.471,47.32,0.3473,0.01699,7.563,22.37,0.7604,0.5768,7.761,9.361,2.741,0.005723,0.95,1.218,0.347,0.8435,0.04928,0.237,0.08743,1.041,0.902588235294118,2741.1,434.19,8.579,0.481,8.098,220.29,52.4,6.5,12.9,0.349,0.176,234.8,2.2,70.09,28,0,1010,0,4.9
2023-05-02 02:05:00,2023-05-02 08:05:00,275.9,1.704,181.1,0.3227,0.0071,31.08,78.96,1.418,1.497,23.66,27.29,9.17,0.005723,3.504,1.552,1.059,1.583,0.1073,0.5661,0.1783,1.12722222222222,0.6845,3874.5,448.03,24.873,0.569,24.306,308.97,20.8,1,21.6,0.584,0.027,72.8,2.24,65.82,34.1,0,1009.6,0,5.1
2023-05-02 03:05:00,2023-05-02 09:05:00,598.1,1.828,407.2,0.3449,0.01513,76.11,196.9,2.164,3.353,54.83,62.17,20.69,0.005723,8.014,3.321,2.606,3.383,0.1965,1.373,0.4146,1.33470588235294,0.643166666666667,5947.6,447.91,27.776,1.204,26.571,241.83,17.3,18.5,36.2,0.977,0.5,211.9,1.45,63.98,35.9,0,1009.3,0,5.1
2023-05-02 04:05:00,2023-05-02 10:05:00,569.7,2.212,325.2,0.4317,0.01669,62.13,159.8,2.16,2.929,46.93,54.19,19.07,0.005723,7.401,2.87,2.245,2.986,0.1786,1.131,0.3166,1.50666666666667,0.691411764705882,5237,450.06,43.446,5.384,38.06,259.54,2.9,25,43.7,1.181,0.676,24.5,0.8,63.67,38,0,1009.1,0,5.3
2023-05-02 05:05:00,2023-05-02 11:05:00,784.2,1.438,591.5,0.2524,0.0071,115.3,302.7,2.265,4.189,74.59,81.67,24.47,0.005723,8.863,4.434,2.596,3.883,0.2257,1.363,0.3754,1.56333333333333,1.13938888888889,5580.5,457.09,36.766,8.804,27.966,225.27,14.1,38,46,1.243,1.027,107.9,3,62.81,39,0,1009.6,0,5.3
2023-05-02 06:05:00,2023-05-02 12:05:00,624.2,1.764,490.1,0.3483,0.0071,97.24,264.3,2.441,3.998,65.55,71.18,19.94,0.005723,6.342,5.431,1.898,6.163,0.344,1.178,0.3838,3.84444444444444,1.28223529411765,4502.7,452.33,45.098,14.975,30.118,266.9,7.8,24.5,43.9,1.187,0.662,100.9,2.4,60.56,42.8,1,1010.1,0,5.3
2023-05-02 07:05:00,2023-05-02 13:05:00,398.1,2.304,244,0.5074,0.03289,41.29,109.6,2.734,2.408,32.94,36.8,12.07,0.01779,4.329,3.725,1.345,3.39,0.3267,0.9843,0.3484,4.76722222222222,0.962277777777778,4442.1,452.98,37.282,10.099,27.187,298.42,8.2,7,39.2,1.061,0.189,318.8,2.27,60.24,41.8,48.8,1010.6,0,5.2
2023-05-02 08:05:00,2023-05-02 14:05:00,259.9,1.572,176.6,0.3699,0.02367,27.52,72.93,1.302,1.522,20.86,22.75,7.021,0.01147,2.507,2.225,0.8254,2.037,0.2251,0.6024,0.2152,6.09833333333333,1.13777777777778,3579.8,444.83,32.332,9.841,22.491,249.84,13.3,20.5,23.2,0.628,0.554,306.5,2.26,63.22,40.3,183.7,1010.9,0,5.5
2023-05-02 09:05:00,2023-05-02 15:05:00,240.5,1.436,153.8,0.2959,0.0071,23.92,63.23,1.201,1.296,18.44,20.45,6.613,0.005723,2.448,1.804,0.7677,1.699,0.1638,0.5022,0.1968,4.85444444444444,1.40888888888889,3506.8,441.23,28.829,9.506,19.322,238.59,29.1,8.5,6.4,0.174,0.23,139.2,0.8,70.16,32.3,502.1,1011.5,0,5.6
2023-05-02 10:05:00,2023-05-02 16:05:00,207.9,1.469,130.8,0.2874,0.0071,20.49,54.1,1.305,1.115,15.93,17.9,5.708,0.005723,2.115,1.673,0.6837,1.511,0.1369,0.4245,0.1539,3.36277777777778,1.554375,3416.9,438.93,23.016,5.962,17.052,231.43,42.9,20,22.1,0.598,0.541,166.3,2.8,72.45,31,664.1,1011.5,0,5.8
2023-05-02 11:05:00,2023-05-02 17:05:00,142.1,1.112,96.77,0.2012,0.0071,15.42,40.88,0.9881,0.8122,11.69,13.23,4.111,0.005723,1.432,1.128,0.4385,0.9548,0.08682,0.2627,0.1023,2.24882352941176,1.38466666666667,2926.7,435.13,16.68,3.571,13.108,211.64,63.4,11.5,15.1,0.407,0.311,101.4,0.98,79.27,24.2,936.8,1011.5,0,5.7
2023-05-02 12:05:00,2023-05-02 18:05:00,122.8,0.6533,91.83,0.1109,0.0071,14.98,38.58,0.7337,0.6699,10.45,11.56,3.302,0.005723,1.1,0.9475,0.3316,0.7445,0.06056,0.174,0.06014,1.6875,1.0542,2652.5,430.88,11.282,2.009,9.272,NA,73.4,1,6.5,0.176,0.027,68,1.49,82.6,20.6,1051.5,1011,0,5.4
2023-05-02 13:05:00,2023-05-02 19:05:00,59.72,0.3378,48.5,0.07763,0.0071,8.273,20.9,0.4596,0.3487,5.507,6.054,1.728,0.005723,0.5801,0.4724,0.195,0.3635,0.02908,0.09019,0.03943,0.8275,0.605733333333333,2317,429.98,5.905,0.921,4.984,170.11,81.5,1,15.2,0.41,0.027,75.7,2.66,85.44,18.1,1120.7,1010.2,0,5.2
2023-05-02 14:05:00,2023-05-02 20:05:00,47.59,0.2523,33.75,0.05697,0.0071,5.523,14.49,0.3751,0.2577,4.109,4.31,1.261,0.01187,0.4268,0.3501,0.1341,0.2606,0.02122,0.0597,0.01363,0.688,0.576866666666667,2251.6,427.3,4.062,0.418,3.644,164.03,84.8,4,24.6,0.665,0.108,64.4,2.43,86.29,17.8,255.8,1009.2,0,5.3
2023-05-02 15:05:00,2023-05-02 21:05:00,41.03,0.2526,28.6,0.05852,0.0071,4.495,11.56,0.3827,0.1977,2.975,3.269,0.9393,0.005723,0.3288,0.3469,0.1144,0.2509,0.02649,0.05655,0.01993,0.678733333333333,0.6504,2211.7,426.76,7.07,1.089,5.981,174.28,82.6,1,13,0.351,0.027,108.5,2.74,87.02,18,579.6,1008.7,0,5.5
2023-05-02 16:05:00,2023-05-02 22:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6166,0.5452,2124.2,426.77,7.312,2.226,5.085,191.42,71.5,1,15.3,0.412,0.027,208.6,2.64,88.36,15.2,681,1007.8,0,4.8
2023-05-02 17:05:00,2023-05-02 23:05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6384,0.6426,2121.4,426.21,1.845,0.211,1.634,169.84,83.8,4,17.5,0.473,0.108,139.1,2.82,87.51,16.9,412.9,1007.5,0,5.2
2023-05-02 18:05:00,2023-05-03 00:05:00,52.61,0.2664,38.44,0.06361,0.0071,6.141,15.61,0.3977,0.2922,4.105,4.542,1.598,0.02644,0.6584,0.4026,0.2187,0.3723,0.03931,0.116,0.03595,0.738733333333333,0.631666666666667,2263.4,427.21,7.134,0.252,6.883,171.8,77.2,1,29.5,0.797,0.027,94.4,2.22,86.15,19.6,41.4,1007.3,0,5.8
2023-05-02 19:05:00,2023-05-03 01:05:00,23.53,0.2255,14.73,0.1136,0.0071,2.184,5.662,0.3041,0.1406,1.567,1.694,0.5166,0.1784,0.2181,0.2708,0.1313,0.2365,0.03308,0.06612,0.02776,1.0756,0.333333333333333,2126.4,429.41,12.002,0.535,11.468,173.89,52.6,1,10.8,0.29,0.027,303.5,2.18,72.99,45.7,71.4,1009.1,0,8.8
2023-05-02 20:05:00,2023-05-03 02:05:00,19.38,0.1481,12.77,0.05602,0.0071,1.831,4.97,0.289,0.1427,1.342,1.465,0.4425,0.05936,0.1731,0.2469,0.08849,0.2182,0.02809,0.04661,0.02559,1.13273333333333,0.2,2110.9,428.97,4.106,0.274,3.833,158.81,47.2,6.5,17.4,0.469,0.176,52.4,6.13,67.92,64.3,0,1009.1,0,10.5
2023-05-02 21:05:00,2023-05-03 03:05:00,145.7,0.2923,122.9,0.07286,0.0071,20.56,49.27,0.722,0.711,12.31,13.18,3.52,0.03335,1.17,0.7946,0.3597,0.6792,0.05093,0.2278,0.07708,1.0418,0.416125,2533.7,429.5,30.662,13.905,16.753,168.28,21.1,12,13,0.351,0.324,100.6,5.08,67.55,58.6,0,1011.1,0,9.4
2023-05-02 22:05:00,2023-05-03 04:05:00,69.48,0.3685,57.62,0.1002,0.0071,10.97,29.11,0.5388,0.5446,8.349,9.481,2.841,0.01458,0.8991,0.4951,0.2316,0.4288,0.05247,0.1904,0.06455,1.83823529411765,0.5355,2312.3,431.13,49.708,24.434,25.273,163.38,25.3,2,13.1,0.354,0.027,92.4,7.6,67.41,55.3,0,1012.1,0,8.8
2023-05-02 23:05:00,2023-05-03 05:05:00,26.82,0.2633,19.04,0.08066,0.0071,3.399,8.985,0.3752,0.2339,2.854,3.129,0.961,0.005723,0.3215,0.4126,0.1261,0.4504,0.05571,0.1036,0.03285,0.8775,0.377888888888889,2120.5,428.17,10.674,2.128,8.547,155.03,46.5,1,15.4,0.417,0.027,100.3,6.56,66.12,49.9,0,1012.4,0,7.6
2023-05-03 00:05:00,2023-05-03 06:05:00,35.63,0.1885,23.78,0.05226,0.0071,3.832,9.625,0.3426,0.2064,2.631,2.812,0.7627,0.005723,0.2451,0.221,0.09396,0.242,0.01687,0.06045,0.01853,0.560833333333333,0.2,2194.7,429.75,10.768,0.137,10.631,151.2,43.9,4,12.9,0.35,0.108,117.2,2.07,65.99,47,0,1012.8,0,7.1
2023-05-03 01:05:00,2023-05-03 07:05:00,131.3,0.4663,78.91,0.09999,0.0071,13.61,34.68,0.5258,0.696,10.69,12.3,3.953,0.01573,1.592,0.5906,0.5668,0.7177,0.05154,0.2824,0.09571,NA,0.2,2765.3,433.36,8.476,0.177,8.3,159.33,37.1,1,29.9,0.809,0.027,283.6,2.88,62.58,56.9,0,1013.4,0,7.6
2023-05-03 02:05:00,2023-05-03 08:05:00,103.3,0.5665,59.58,0.1457,0.0071,9.052,21.98,0.55,0.3636,5.693,6.085,1.671,0.01254,0.5504,0.453,0.1987,0.5105,0.04772,0.1746,0.06755,0.882277777777778,0.2,2687,438.62,20.28,0.319,19.961,172.73,19.1,1,19.6,0.529,0.027,228.7,0.22,61.03,62,0,1014,0,7.9
2023-05-03 03:05:00,2023-05-03 09:05:00,102.6,0.6739,66.18,0.181,0.0071,11.34,27.27,0.5611,0.4782,7.708,8.295,2.502,0.01768,0.9333,0.5455,0.3137,0.601,0.06697,0.2312,0.08562,1.31222222222222,0.2,2604.3,447.83,24.833,1.599,23.232,178.08,11.6,1,54.4,1.471,0.027,344.3,2.42,59.21,66.6,0,1013.5,0,7.9
2023-05-03 04:05:00,2023-05-03 10:05:00,59.13,0.6141,35.1,0.151,0.0071,5.801,13.84,0.467,0.3148,4.019,4.159,1.206,0.01377,0.4494,0.6505,0.2142,0.5659,0.08874,0.2267,0.1006,1.06672222222222,0.2,2506.6,435.22,14.624,0.263,14.36,172.24,24.9,1,30.8,0.834,0.027,307.5,2.69,57.62,67.4,0,1013.6,0,7.6
2023-05-03 05:05:00,2023-05-03 11:05:00,86.24,0.4614,65.79,0.1363,0.0071,12.19,30.32,0.6795,0.6508,9.16,9.334,2.598,0.01448,0.8593,1.154,0.2858,0.8658,0.1072,0.2607,0.1009,4.24833333333333,0.388888888888889,2449,438.39,12.784,0.41,12.377,183.97,22,5.5,33.9,0.916,0.149,331.5,4.54,57.15,68.2,0,1013.7,0,7.5
2023-05-03 06:05:00,2023-05-03 12:05:00,63.98,0.3983,38.64,0.1314,0.0071,6.644,16.44,0.5073,0.5428,5.991,6.177,2.312,0.01986,0.8652,1.252,0.2595,0.9708,0.1302,0.235,0.09387,6.33277777777778,0.643470588235294,2381.6,437.63,18.45,1.083,17.367,212.3,12.6,8.5,16.9,0.458,0.23,303.9,2.13,54.73,72.1,1.8,1014.3,0,7.3
2023-05-03 07:05:00,2023-05-03 13:05:00,136.6,1.482,94.11,0.2748,0.02727,15.78,39.92,1.082,0.8582,11.35,11.7,3.336,0.01973,1.134,1.787,0.3981,1.388,0.176,0.4015,0.1596,4.74222222222222,0.6820625,2803.4,442.92,33.643,10.612,23.031,269.14,9.1,14.5,16.9,0.457,0.392,331.2,2.55,55.23,73.1,89.4,1014.8,0,7.5
2023-05-03 08:05:00,2023-05-03 14:05:00,145.8,0.8689,87.89,0.1996,0.0071,13.46,33.95,0.7006,0.8578,10.04,10.59,3.271,0.005723,1.109,2.021,0.3644,1.393,0.1577,0.3049,0.1118,4.46333333333333,0.760333333333333,2854.3,438.54,22.98,5.605,17.374,208.23,19.6,9,28.1,0.759,0.243,330.1,1.68,59.02,68.4,223.7,1015.2,0,8.1
2023-05-03 09:05:00,2023-05-03 15:05:00,101.2,0.6058,62.74,0.1523,0.0071,9.91,24.83,0.5438,0.5685,7.24,7.693,2.327,0.005723,0.802,1.186,0.2745,0.8763,0.101,0.1889,0.06595,2.93941176470588,0.780588235294118,2581.5,434.81,14.592,2.986,11.607,191.97,36.8,10.5,47.3,1.279,0.284,324.3,0.42,66.22,55.2,295.1,1015.2,0,8.4
2023-05-03 10:05:00,2023-05-03 16:05:00,70.75,0.5846,43.27,0.1516,0.0071,6.741,16.99,0.4824,0.3716,4.792,5.146,1.58,0.005723,0.5457,0.7263,0.1808,0.5311,0.0555,0.1173,0.05098,1.754,0.628941176470588,2422.7,431.18,14.103,3.328,10.774,171.59,45.9,1,8.8,0.237,0.027,12.2,0.89,68.91,52,583.9,1014.8,0,8.7
2023-05-03 11:05:00,2023-05-03 17:05:00,41.79,0.9657,26.46,0.207,0.01592,4.465,11.08,0.4606,0.2333,3.206,3.633,1.191,0.005723,0.424,0.3184,0.1296,0.2417,0.01955,0.05453,0.01337,0.749944444444445,0.288294117647059,2239.4,427.23,10.145,3.864,6.282,171.56,53.9,1,19.8,0.534,0.027,200.6,3.07,72.35,52.2,906.4,1014.1,0,9.8
2023-05-03 12:05:00,2023-05-03 18:05:00,41.7,0.3194,26.91,0.07812,0.0071,4.537,11.41,0.3734,0.2264,3.278,3.743,1.172,0.005723,0.3913,0.3297,0.1327,0.255,0.02159,0.05517,0.02369,0.618111111111111,0.311555555555556,2248.6,426.96,2.748,0.521,2.227,168,71.7,1,15.3,0.414,0.027,156,3.29,76.03,44.1,917.9,1013.2,0,9.4
2023-05-03 13:05:00,2023-05-03 19:05:00,29.04,0.2336,17.46,0.05369,0.0071,2.898,7.282,0.369,0.1415,2.039,2.359,0.7568,0.005723,0.2678,0.2256,0.09994,0.1762,0.01652,0.0405,0.01561,0.499444444444444,0.313647058823529,2190.9,425.85,2.079,0.358,1.721,161.3,75.7,8.5,6.4,0.172,0.23,150.7,4.88,78.88,38.6,786.2,1012,0,9
2023-05-03 14:05:00,2023-05-03 20:05:00,19.39,0.1628,12.26,0.04284,0.0071,1.97,5.04,0.2797,0.1026,1.327,1.548,0.4844,0.005723,0.1589,0.1487,0.06384,0.1047,0.01131,0.01311,0.004042,0.518235294117647,0.577,2121.9,424.98,1.566,0.253,1.313,165.9,74.6,7,6.5,0.176,0.189,165.5,3.97,81.17,35.3,673.5,1011.2,0,8.9
2023-05-03 15:05:00,2023-05-03 21:05:00,17.39,0.1475,11.7,0.04187,0.0071,1.863,4.961,0.2611,0.111,1.337,1.514,0.4574,0.005723,0.1515,0.1464,0.06348,0.1104,0.01592,0.03021,0.004042,0.510125,0.604882352941176,2092.5,424.36,2.017,0.314,1.703,164.29,71,1,10.8,0.293,0.027,158.2,5.04,82.48,32,499.1,1010.2,0,8.4
2023-05-03 16:05:00,2023-05-03 22:05:00,12.97,0.1303,8.556,0.03454,0.0071,1.438,3.71,0.2625,0.08685,1.014,1.148,0.3713,0.005723,0.1334,0.1262,0.05643,0.124,0.02855,0.05521,0.02005,0.347666666666667,0.258666666666667,2060,423.94,2.115,0.29,1.826,161.83,66,5.5,13,0.352,0.149,156.8,5.01,83.49,29.3,452.2,1008.8,0,8
2023-05-03 17:05:00,2023-05-03 23:05:00,10.68,0.1125,7.053,0.0337,0.0071,1.205,2.973,0.2723,0.08067,0.8159,0.9295,0.2921,0.01497,0.1164,0.1072,0.05014,0.08707,0.003865,0.003992,0.004042,0.458764705882353,0.214285714285714,2041.6,424.19,2.006,0.177,1.829,159.24,61.5,1,15.2,0.41,0.027,159.8,5.76,84,27.6,143.4,1008.3,0,7.6
2023-05-03 18:05:00,2023-05-04 00:05:00,16.16,0.8985,7.302,0.184,0.0071,1.262,2.649,0.3404,0.06592,0.7345,0.8081,0.2574,0.005723,0.09531,0.138,0.05166,0.09526,0.003865,0.003992,0.004042,0.3788,0.2,2079.6,425.9,2.851,1.226,1.625,199.4,55.4,6,8.6,0.234,0.162,211.9,13.96,58.97,82.9,1.5,1009.9,0.656,9.8
2023-05-03 19:05:00,2023-05-04 01:05:00,46.8,0.2872,24.78,0.08028,0.0071,3.935,8.445,0.324,0.1182,2.074,2.142,0.5655,0.01842,0.1794,0.1442,0.07049,0.1229,0.01135,0.046,0.05254,0.850333333333333,0.2,2257.8,433.8,12.523,0.608,11.915,199.73,38.3,1,13.1,0.355,0.027,5.1,4.97,64.79,70.4,3.1,1011.3,0,10.3
