"time_utc","ethane","ethene","propane","propene","1_3-butadiene","i-butane","n-butane","acetylene","cyclopentane","i-pentane","n-pentane","n-hexane","isoprene","n-heptane","benzene","n-octane","toluene","ethyl-benzene","m&p-xylene","o-xylene","h2s","so2"
"YYYY-MM-DD HH:mm","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb"
"2024-01-18 02:05:00",7.883,0.1529,6.192,0.03216,0.00695,0.8149,2.232,0.5838,0.04446,0.6046,0.5863,0.2213,0.005463,0.1307,0.134,0.06795,0.1651,0.02254,0.01133,0.01641,0.21258823529411766,0.2
"2024-01-18 03:05:00",255.0,1.3,158.0,0.3065,0.06873,28.47,72.93,1.834,1.274,22.64,25.75,7.802,0.0188,2.356,0.8299,0.5577,1.191,0.113,0.5008,0.1597,0.5484375,0.6295294117647059
"2024-01-18 04:05:00",73.47,0.8713,42.42,0.1502,0.00695,6.994,17.5,0.7177,0.3133,5.315,5.926,1.835,0.005463,0.6262,0.3245,0.1762,0.382,0.04586,0.1966,0.05985,0.5411333333333332,0.21435714285714288
"2024-01-18 05:05:00",58.9,0.3545,31.48,0.08473,0.00695,5.027,12.98,0.5293,0.2443,3.812,4.417,1.398,0.005463,0.4368,0.2225,0.1169,0.1901,0.01259,0.0644,0.004163,0.5272666666666667,1.4132
"2024-01-18 06:05:00",3.478,0.207,1.523,0.008949,0.00695,0.2283,0.5238,0.5908,0.00519,0.1489,0.1515,0.05554,0.005463,0.0202,0.05626,0.01396,0.02173,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 07:05:00",12.62,0.2321,6.397,0.1074,0.00695,0.9522,2.22,0.2196,0.03637,0.5628,0.6284,0.22,0.005463,0.1191,0.06361,0.06131,0.05384,0.004008,0.0312,0.004163,0.2,0.2
"2024-01-18 08:05:00",10.48,0.01138,10.48,0.008949,0.00695,1.877,4.576,0.203,0.06842,1.128,1.205,0.3005,0.005463,0.08887,0.06219,0.03394,0.03754,0.004008,0.008469,0.004163,0.2,0.2
"2024-01-18 09:05:00",20.46,0.09685,11.78,0.05146,0.00695,1.878,4.496,0.2463,0.09285,1.289,1.477,0.5058,0.005463,0.2012,0.09624,0.0782,0.09327,0.009502,0.04788,0.004163,0.2,0.2
"2024-01-18 10:05:00",4.466,0.01138,4.052,0.008949,0.00695,0.6619,1.609,0.2057,0.02555,0.4154,0.4478,0.1423,0.005463,0.05656,0.05157,0.03166,0.0404,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 11:05:00",37.26,0.1281,31.53,0.04607,0.00695,4.694,11.52,0.2511,0.1944,2.798,2.675,0.5828,0.005463,0.1636,0.1415,0.05412,0.1049,0.0156,0.03774,0.004163,0.2,0.2
"2024-01-18 12:05:00",4.332,0.01138,3.647,0.008949,0.00695,0.6151,1.476,0.2316,0.0217,0.3647,0.3847,0.1121,0.005463,0.04688,0.04708,0.02628,0.02868,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 13:05:00",7.519,0.01138,6.222,0.02064,0.00695,1.056,2.592,0.1925,0.03955,0.6592,0.7158,0.2227,0.005463,0.09914,0.05798,0.04108,0.0437,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 14:05:00",11.97,0.1221,10.73,0.05755,0.00695,1.44,3.567,0.2204,0.07763,1.031,1.13,0.3655,0.005463,0.1515,0.08671,0.05553,0.07909,0.004008,0.004127,0.004163,0.30572222222222223,0.2
"2024-01-18 15:05:00",10.13,0.03704,10.93,0.03274,0.00695,1.5,3.683,0.3357,0.068,0.9743,1.058,0.2904,0.005463,0.08913,0.08285,0.03659,0.06005,0.004008,0.02552,0.004163,0.2,0.2
"2024-01-18 16:05:00",11.19,0.08594,8.334,0.0545,0.00695,1.188,2.889,0.4423,0.04777,0.7877,0.8594,0.2425,0.005463,0.07314,0.0747,0.02702,0.05548,0.004008,0.01135,0.004163,0.2,0.2
"2024-01-18 17:05:00",2.346,0.01138,1.279,0.008949,0.00695,0.2111,0.5102,0.1569,0.01147,0.1347,0.1458,0.05377,0.005463,0.01734,0.03545,0.007505,0.01253,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 18:05:00",4.735,0.01138,2.225,0.02384,0.00695,0.3167,0.7416,0.1809,0.01578,0.176,0.1975,0.07114,0.005463,0.02745,0.04189,0.01611,0.01941,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 19:05:00",2.368,0.01138,0.9693,0.008949,0.00695,0.1424,0.3298,0.1797,0.00519,0.08753,0.09488,0.04097,0.005463,0.0221,0.0371,0.01183,0.01636,0.004008,0.004127,0.004163,0.2,0.2
"2024-01-18 20:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2024-01-18 21:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2024-01-18 22:05:00",13.74,0.01138,8.832,0.02854,0.00695,1.698,5.328,0.1612,0.09864,1.542,1.436,0.389,0.005463,0.1266,0.2247,0.04746,0.1502,0.0205,0.01111,0.01238,0.40614285714285714,0.20000000000000004
"2024-01-18 23:05:00",9.278,0.01138,5.236,0.008949,0.00695,0.9199,2.795,0.1731,0.06178,0.8786,0.857,0.266,0.005463,0.09482,0.1251,0.04063,0.08829,0.01327,0.004127,0.004163,"",""
"2024-01-19 00:05:00",10.71,0.04793,5.468,0.04331,0.00695,0.9044,2.459,0.2013,0.05428,1.17,0.8236,0.2105,0.005463,0.0739,0.1181,0.03108,0.1214,0.01319,0.01894,0.01145,0.6963333333333334,0.2
"2024-01-19 01:05:00",83.79,0.3193,48.2,0.11,0.01966,7.793,19.99,0.3972,0.5096,6.789,8.237,3.427,0.005463,1.334,0.5546,0.3305,0.608,0.06382,0.2803,0.07462,1.2367333333333332,0.2
"2024-01-19 02:05:00",305.2,0.3702,212.7,0.08934,0.00695,36.85,88.3,0.856,1.251,23.26,25.72,7.44,0.005463,2.411,0.7079,0.6867,0.9023,0.0704,0.3437,0.1044,0.3342941176470588,0.2
"2024-01-19 03:05:00",132.6,0.563,88.6,0.1277,0.00695,15.1,37.78,0.4947,0.6289,10.62,11.9,3.971,0.005463,1.774,0.5359,0.5639,0.7878,0.05485,0.275,0.08013,0.33616666666666667,0.2
"2024-01-19 04:05:00",185.2,2.534,119.0,0.5062,0.05102,20.64,53.22,1.658,1.028,16.37,18.6,6.041,0.005463,2.034,0.8423,0.546,0.9945,0.09729,0.4031,0.1319,2.718888888888889,0.9937058823529412
"2024-01-19 05:05:00",218.3,1.647,147.3,0.3943,0.05184,23.2,57.91,1.309,1.081,16.63,18.82,6.897,0.01286,3.265,0.9953,1.245,1.576,0.1553,0.7561,0.2512,1.3229444444444445,1.5503333333333333
"2024-01-19 06:05:00",220.9,1.154,157.5,0.2855,0.03394,26.55,66.64,1.403,1.162,18.5,20.46,6.372,0.005463,2.449,0.9905,0.8036,1.416,0.1485,0.621,0.2294,1.3762777777777777,0.2
"2024-01-19 07:05:00",205.9,1.699,128.9,0.3996,0.04602,21.77,53.44,1.324,0.8336,14.77,14.79,4.29,0.02206,1.576,1.268,0.582,1.551,0.2088,0.6154,0.2316,1.6308888888888888,0.2
"2024-01-19 08:05:00",21.68,0.04755,13.99,0.03231,0.00695,2.164,5.853,0.3432,0.1322,1.606,1.685,0.4651,0.005463,0.1625,0.2912,0.06461,0.2068,0.03637,0.05625,0.02722,0.9253333333333332,0.2
"2024-01-19 09:05:00",25.78,0.08932,15.75,0.02759,0.00695,2.229,5.387,0.403,0.1082,1.366,1.398,0.3631,0.005463,0.1104,0.2209,0.0392,0.1298,0.0184,0.03274,0.004163,0.5825,0.2
"2024-01-19 10:05:00",14.1,0.06572,8.876,0.02587,0.00695,1.414,3.514,0.379,0.0911,1.025,1.064,0.3022,0.005463,0.08865,0.1706,0.03641,0.08814,0.01054,0.004127,0.004163,0.2753333333333334,0.2
"2024-01-19 11:05:00",19.82,0.05313,11.48,0.02423,0.00695,1.646,3.911,0.3798,0.08585,1.038,1.06,0.2762,0.005463,0.08468,0.1654,0.03218,0.08561,0.009342,0.004127,0.004163,0.22683333333333333,0.2
"2024-01-19 12:05:00",18.81,0.1966,10.79,0.0478,0.00695,1.623,4.173,0.4615,0.1086,1.274,1.371,0.4121,0.005463,0.1293,0.2761,0.04428,0.1383,0.01347,0.03276,0.009812,0.3856111111111111,0.2
"2024-01-19 13:05:00",25.12,0.1148,15.38,0.03248,0.00695,2.541,6.673,0.4203,0.1586,1.939,2.048,0.5226,0.005463,0.1417,0.3437,0.04569,0.1639,0.01931,0.03343,0.004163,0.519888888888889,0.2
"2024-01-19 14:05:00",32.57,0.2878,20.39,0.06999,0.00695,3.234,8.351,0.461,0.1927,2.487,2.582,0.6932,0.005463,0.2075,0.3829,0.062,0.2221,0.02688,0.05056,0.01373,0.4554444444444445,0.2
"2024-01-19 15:05:00",32.7,0.1772,19.22,0.0455,0.00695,3.061,7.67,0.4816,0.1712,2.148,2.243,0.5868,0.005463,0.1673,0.3711,0.04896,0.1736,0.01811,0.01905,0.004163,0.4353888888888889,0.2
"2024-01-19 16:05:00","","","","","","","","","","","","","","","","","","","","",0.22372222222222224,0.2
"2024-01-19 17:05:00","","","","","","","","","","","","","","","","","","","","",0.2588333333333333,0.2
"2024-01-19 18:05:00",21.49,0.1737,13.4,0.04312,0.00695,2.041,5.112,0.421,0.1063,1.387,1.491,0.4274,0.005463,0.1484,0.2249,0.05245,0.1239,0.0154,0.01519,0.00969,0.2905,0.2
"2024-01-19 19:05:00",23.37,0.156,15.29,0.03434,0.00695,2.294,5.836,0.4335,0.1191,1.558,1.664,0.4635,0.005463,0.1558,0.2561,0.05655,0.1452,0.01688,0.0276,0.004163,0.25866666666666666,0.2
"2024-01-19 20:05:00",30.31,0.1877,21.36,0.04704,0.00695,3.303,8.634,0.4501,0.1705,2.286,2.457,0.6457,0.005463,0.1996,0.3338,0.06495,0.195,0.0253,0.03969,0.01709,0.4138823529411764,0.2
"2024-01-19 21:05:00",40.66,0.2597,26.97,0.05746,0.00695,4.119,10.66,0.5112,0.2026,2.791,3.011,0.7804,0.005463,0.2294,0.3514,0.06696,0.2043,0.01654,0.03511,0.004163,0.6447222222222222,0.2113888888888889
"2024-01-19 22:05:00",57.86,0.4081,37.93,0.0884,0.00695,5.868,15.06,0.5679,0.267,3.92,4.223,1.103,0.005463,0.329,0.4622,0.1004,0.283,0.02728,0.0528,0.02529,0.6193333333333333,0.20000000000000004
"2024-01-19 23:05:00",62.0,0.4165,39.84,0.08665,0.00695,6.22,15.85,0.5847,0.2672,4.12,4.452,1.154,0.005463,0.3686,0.4612,0.1063,0.3157,0.03191,0.07026,0.02939,1.149,""
"2024-01-20 00:05:00",67.28,0.3879,42.96,0.07367,0.00695,6.793,17.23,0.571,0.2914,4.509,4.87,1.323,0.005463,0.4103,0.529,0.133,0.3309,0.02929,0.06248,0.02488,1.0462777777777776,0.2
"2024-01-20 01:05:00",93.84,0.6583,54.52,0.1311,0.00695,8.826,21.81,0.7336,0.3686,6.027,6.627,2.037,0.005463,0.7203,0.5882,0.2288,0.4306,0.03224,0.1169,0.0374,1.0382941176470588,0.2
"2024-01-20 02:05:00",119.0,0.8666,71.03,0.1417,0.00695,12.3,31.3,0.9151,0.5792,9.315,10.73,3.446,0.005463,1.258,0.6844,0.4277,0.6116,0.04703,0.2213,0.06627,0.8399333333333333,0.2
"2024-01-20 03:05:00",112.2,0.7218,66.84,0.1213,0.00695,10.87,28.44,0.854,0.5253,8.131,9.525,3.002,0.005463,1.083,0.6434,0.3728,0.599,0.04198,0.1887,0.06071,0.8350666666666666,0.2
"2024-01-20 04:05:00",277.1,1.295,152.5,0.1576,0.00695,24.51,58.69,0.9286,0.793,15.87,17.42,4.882,0.005463,1.456,0.7336,0.3861,0.648,0.04188,0.1969,0.06855,0.7906666666666666,0.2
"2024-01-20 05:05:00",292.2,2.369,170.5,0.329,0.02864,27.12,67.61,1.639,1.153,18.9,21.54,6.617,0.005463,2.183,1.275,0.6518,1.293,0.07534,0.396,0.1341,1.0648666666666666,0.2
"2024-01-20 06:05:00",158.2,1.522,101.1,0.3128,0.02015,14.64,39.68,1.554,0.8748,11.04,13.12,5.254,0.005463,2.649,1.296,1.119,1.527,0.1241,0.7356,0.2327,2.0292,0.2
"2024-01-20 07:05:00",210.5,1.651,137.5,0.3192,0.01536,20.32,53.88,1.438,0.958,14.07,16.18,5.051,0.005463,1.887,0.9446,0.6526,0.9358,0.07679,0.3881,0.1461,2.9052,0.2556
"2024-01-20 08:05:00",197.9,1.882,125.2,0.3488,0.0213,17.28,48.54,1.535,0.9454,12.38,14.25,4.333,0.005463,1.566,0.9489,0.5479,0.8488,0.07574,0.3426,0.1292,4.0322,0.21333333333333335
"2024-01-20 09:05:00",235.0,1.908,146.5,0.3826,0.02267,20.15,54.91,1.672,0.9773,13.71,15.46,4.486,0.005463,1.561,0.8993,0.5026,0.8212,0.07755,0.3188,0.1163,3.832533333333333,0.29642857142857143
"2024-01-20 10:05:00",235.1,1.808,147.7,0.3646,0.0247,20.98,57.2,1.542,1.033,14.59,16.52,4.85,0.005463,1.651,1.059,0.5301,0.9537,0.09878,0.3703,0.1538,3.9311999999999996,0.2
"2024-01-20 11:05:00",273.9,1.857,174.5,0.3866,0.02151,25.38,65.74,1.596,1.143,17.01,19.01,5.658,0.005463,1.926,1.074,0.5947,1.022,0.09055,0.3816,0.1436,3.7173333333333334,0.2687333333333333
"2024-01-20 12:05:00",220.2,1.658,136.8,0.3664,0.02798,19.38,51.3,1.47,0.8772,13.01,14.51,4.322,0.005463,1.495,0.9196,0.4513,0.8571,0.08515,0.3134,0.1199,3.4225333333333334,0.21593333333333337
"2024-01-20 13:05:00",229.7,1.606,149.5,0.3315,0.02387,21.24,55.16,1.501,0.8923,13.77,15.44,4.378,0.005463,1.363,0.7783,0.3948,0.7136,0.07176,0.2611,0.09576,3.7650714285714284,0.5360666666666667
"2024-01-20 14:05:00",324.1,1.567,191.2,0.3013,0.02315,29.71,73.47,1.482,1.172,19.21,21.51,6.842,0.02473,2.513,1.057,0.7234,1.137,0.08906,0.4157,0.1375,3.280466666666667,0.21521428571428572
"2024-01-20 15:05:00",230.9,1.299,139.5,0.2576,0.0166,20.11,51.97,1.283,0.83,12.99,14.53,4.248,0.005463,1.491,0.7769,0.4603,0.7552,0.06511,0.2891,0.08915,3.353,0.23073333333333335
"2024-01-20 16:05:00",159.6,1.016,100.1,0.1984,0.01467,13.63,37.13,1.118,0.6324,9.044,9.997,2.717,0.005463,0.8608,0.629,0.2614,0.5052,0.04615,0.1682,0.06067,2.7672666666666665,0.2318666666666667
"2024-01-20 17:05:00",155.0,0.6401,99.16,0.1183,0.00695,13.7,36.71,0.8118,0.551,8.524,9.443,2.387,0.005463,0.7365,0.4575,0.2242,0.3763,0.03977,0.1401,0.05437,2.1398,0.2
"2024-01-20 18:05:00",93.4,0.5013,63.52,0.09232,0.00695,9.142,25.03,0.7141,0.4046,6.067,6.81,1.833,0.005463,0.5881,0.3541,0.1748,0.285,0.02763,0.1003,0.03541,1.795125,0.2
"2024-01-20 19:05:00",78.76,0.4539,46.56,0.08242,0.00695,6.526,17.55,0.6209,0.3183,4.551,5.024,1.443,0.005463,0.4766,0.3047,0.1412,0.2138,0.02118,0.0746,0.02326,1.0207777777777778,0.2
"2024-01-20 20:05:00",60.64,0.3352,37.76,0.06288,0.00695,5.347,14.74,0.5111,0.291,3.825,4.431,1.407,0.005463,0.5583,0.2918,0.1743,0.2287,0.02031,0.08133,0.02911,0.6355555555555555,0.2
"2024-01-20 21:05:00",70.07,0.3854,48.1,0.0754,0.00695,7.014,19.81,0.5816,0.3687,5.055,5.873,1.749,0.005463,0.6256,0.3353,0.2012,0.2653,0.02199,0.09848,0.0277,0.6408333333333334,0.2
"2024-01-20 22:05:00",56.59,0.301,38.73,0.05737,0.00695,5.601,16.08,0.5584,0.3097,4.123,4.798,1.407,0.005463,0.4809,0.2839,0.1587,0.2162,0.01878,0.0792,0.02916,0.5396111111111112,0.2
"2024-01-20 23:05:00",51.89,0.2848,35.23,0.0608,0.00695,4.921,14.13,0.5706,0.2689,3.516,4.004,1.194,0.005463,0.4598,0.2484,0.1589,0.1985,0.01996,0.07877,0.02436,0.5203333333333333,0.2
"2024-01-21 00:05:00",80.59,0.3603,44.0,0.05793,0.00695,6.458,16.61,0.5614,0.3119,4.523,5.152,1.719,0.005463,0.6561,0.2865,0.2044,0.2561,0.01771,0.09012,0.02462,0.8834444444444445,0.32288235294117645
"2024-01-21 01:05:00",50.6,0.4033,32.88,0.07324,0.00695,4.526,12.97,0.56,0.2652,3.347,3.881,1.241,0.005463,0.5386,0.2919,0.2037,0.2692,0.02696,0.1102,0.03901,0.9529411764705882,0.4285882352941176
"2024-01-21 02:05:00",47.69,0.3265,31.09,0.07383,0.00695,4.346,12.05,0.5791,0.2368,3.065,3.565,1.052,0.005463,0.3508,0.22,0.1286,0.166,0.0206,0.06868,0.004163,0.5226470588235294,0.26935294117647063
"2024-01-21 03:05:00",70.07,0.4911,43.77,0.1015,0.00695,6.275,16.83,0.6582,0.3025,4.265,4.948,1.521,0.005463,0.5696,0.2825,0.2146,0.2523,0.02716,0.1224,0.04221,0.6522941176470588,0.2
"2024-01-21 04:05:00",100.0,1.474,58.58,0.336,0.02184,8.671,22.4,0.9778,0.3806,5.8,6.553,1.894,0.005463,0.6019,0.3417,0.1881,0.2921,0.03069,0.1128,0.04139,0.8768235294117648,0.2
"2024-01-21 05:05:00",239.6,1.083,124.6,0.2114,0.00695,20.43,49.37,1.136,0.8784,14.97,17.07,5.59,0.005463,1.839,0.8065,0.4774,0.7699,0.05047,0.2548,0.07655,0.6835555555555556,0.2
"2024-01-21 06:05:00",197.7,0.7371,95.86,0.1362,0.00695,15.05,35.67,0.9013,0.585,10.25,11.57,4.042,0.005463,1.614,0.4805,0.4773,0.5713,0.03774,0.2199,0.06546,0.509,0.2
"2024-01-21 07:05:00",156.8,0.9244,80.86,0.1802,0.01737,12.6,31.68,0.8853,0.5202,8.765,9.91,2.885,0.005463,0.9487,0.5438,0.3021,0.4987,0.05634,0.218,0.08863,0.8576470588235294,0.2
"2024-01-21 08:05:00",277.0,1.482,197.6,0.2577,0.01563,33.3,82.44,1.35,1.135,20.43,23.03,6.407,0.005463,2.024,1.249,0.575,1.022,0.07973,0.3726,0.1286,1.1437222222222223,0.2123888888888889
"2024-01-21 09:05:00",68.76,0.568,48.77,0.101,0.00695,8.097,20.99,0.7958,0.31,5.26,5.787,1.469,0.005463,0.4384,0.3412,0.1286,0.2646,0.02264,0.08327,0.02626,0.9347777777777778,0.2
"2024-01-21 10:05:00",30.63,0.2809,19.3,0.06146,0.00695,2.851,7.658,0.6322,0.148,2.041,2.337,0.7105,0.005463,0.2597,0.2243,0.09961,0.1834,0.004008,0.05977,0.01692,0.8743529411764707,0.2
"2024-01-21 11:05:00",46.96,0.5349,31.2,0.1081,0.00695,4.836,12.59,0.7346,0.2073,3.163,3.519,1.009,0.005463,0.3873,0.3226,0.1634,0.2883,0.02689,0.1235,0.04238,0.6137058823529412,0.2
"2024-01-21 12:05:00","","","","","","","","","","","","","","","","","","","","",0.6513333333333333,0.2
"2024-01-21 13:05:00","","","","","","","","","","","","","","","","","","","","",0.6058235294117646,0.2
"2024-01-21 14:05:00",68.31,0.5016,50.05,0.09239,0.00695,7.992,20.54,0.778,0.3034,5.053,5.591,1.437,0.005463,0.4282,0.3948,0.1262,0.2677,0.02329,0.07576,0.004163,0.7868823529411765,0.2
"2024-01-21 15:05:00",63.01,0.6965,40.45,0.1226,0.00695,6.431,16.06,0.8821,0.2488,4.182,4.509,1.401,0.005463,0.5783,0.3991,0.2333,0.3715,0.02918,0.1527,0.05397,0.9897777777777778,0.2
"2024-01-21 16:05:00",66.95,0.6361,42.78,0.106,0.00695,6.652,17.16,0.727,0.2746,4.474,4.862,1.397,0.005463,0.4937,0.3787,0.1656,0.3022,0.03171,0.1186,0.04021,0.8087647058823529,0.21144444444444443
"2024-01-21 17:05:00",52.0,0.5268,31.4,0.09375,0.00695,4.841,12.31,0.907,0.2184,3.456,3.602,1.114,0.005463,0.3857,0.3061,0.1231,0.2277,0.01895,0.07787,0.02483,1.1848235294117646,0.6752941176470588
"2024-01-21 18:05:00",77.69,0.6445,47.22,0.1105,0.00695,7.537,19.33,0.8242,0.3109,5.141,5.742,1.655,0.005463,0.5259,0.3848,0.1557,0.3112,0.03544,0.1077,0.04265,0.9514117647058823,0.9012941176470588
"2024-01-21 19:05:00",69.0,0.5759,43.62,0.1015,0.00695,6.822,17.67,0.817,0.2844,4.581,5.165,1.496,0.005463,0.4939,0.3777,0.1548,0.2937,0.02463,0.09884,0.03592,0.7698235294117647,1.2489411764705882
"2024-01-21 20:05:00",60.52,0.5722,36.17,0.09789,0.00695,5.702,14.75,0.8142,0.2395,3.851,4.303,1.198,0.005463,0.3783,0.3359,0.1158,0.2441,0.02728,0.07184,0.03528,0.5975882352941175,1.6195294117647059
"2024-01-21 21:05:00",66.51,0.6235,40.12,0.107,0.00695,6.317,16.29,0.769,0.2686,4.394,4.868,1.479,0.005463,0.5338,0.4073,0.1872,0.3326,0.02593,0.1121,0.03282,0.7421764705882353,1.2064117647058823
"2024-01-21 22:05:00",76.93,0.7235,45.62,0.1244,0.00695,7.181,18.73,0.9024,0.3212,5.085,5.647,1.736,0.005463,0.6468,0.4566,0.2371,0.3966,0.03166,0.1321,0.04719,0.7294,1.064111111111111
"2024-01-21 23:05:00",78.29,0.5794,48.52,0.09681,0.00695,7.737,19.8,0.9078,0.3326,5.322,5.973,1.798,0.005463,0.6243,0.4537,0.1988,0.3504,0.02522,0.1132,0.04626,"",""
"2024-01-22 00:05:00",89.35,0.9506,53.23,0.1625,0.00695,8.433,21.19,1.174,0.3374,5.705,6.269,1.884,0.005463,0.6803,0.4792,0.2516,0.3843,0.02613,0.1383,0.04178,1.302,0.8504117647058824
"2024-01-22 01:05:00",101.3,0.7737,63.05,0.125,0.00695,10.24,26.3,0.8668,0.4432,7.191,8.4,2.923,0.005463,1.19,0.4795,0.4103,0.5217,0.04241,0.2116,0.0704,1.133125,0.7535000000000001
"2024-01-22 02:05:00",97.03,0.7635,121.9,0.1279,0.00695,56.01,212.2,1.217,3.24,94.44,98.03,12.34,0.005463,2.442,3.448,0.554,1.525,0.06093,0.2938,0.09331,0.8716111111111111,0.7260555555555556
"2024-01-22 03:05:00",109.3,1.398,70.56,0.2595,0.00695,11.16,27.64,0.8608,0.4134,7.162,8.031,2.413,0.005463,0.9022,0.413,0.3183,0.4117,0.03697,0.1764,0.0669,0.793888888888889,0.7229411764705883
"2024-01-22 04:05:00",298.2,2.194,208.9,0.3959,0.02569,37.38,96.39,1.969,1.484,24.64,28.25,8.164,0.005463,2.683,1.743,0.7581,1.428,0.08706,0.4377,0.1309,1.1332777777777778,0.6394444444444445
"2024-01-22 05:05:00",232.8,2.107,150.3,0.4117,0.03063,24.72,63.43,1.716,1.119,18.04,21.13,7.033,0.005463,2.529,1.371,0.8115,1.371,0.1235,0.5457,0.1899,1.2123333333333333,0.582
"2024-01-22 06:05:00",315.7,2.03,177.5,0.3609,0.02341,29.74,72.97,1.733,1.283,21.53,25.08,8.779,0.005463,3.39,1.326,1.108,1.528,0.1228,0.6568,0.2093,1.4357777777777778,0.6976111111111112
"2024-01-22 07:05:00",233.7,1.872,151.9,0.3452,0.02282,25.52,64.44,1.648,1.147,18.71,21.87,7.352,0.005463,2.796,1.44,0.9604,1.481,0.1256,0.6228,0.2094,1.7638333333333334,0.5114444444444444
"2024-01-22 08:05:00","","","","","","","","","","","","","","","","","","","","",2.127222222222222,0.2
"2024-01-22 09:05:00","","","","","","","","","","","","","","","","","","","","",2.335722222222222,0.2
"2024-01-22 10:05:00",154.6,1.581,103.2,0.335,0.02144,17.65,44.9,1.156,0.7783,12.85,14.93,5.111,0.005463,2.156,0.825,0.8184,1.038,0.1192,0.5491,0.1906,1.9900555555555555,0.2
"2024-01-22 11:05:00",209.2,1.371,124.2,0.2525,0.01484,20.91,53.31,1.137,0.8499,15.08,17.63,5.493,0.005463,1.809,0.7735,0.5201,0.7642,0.07748,0.3241,0.1195,1.1478333333333335,0.2
"2024-01-22 12:05:00",102.6,1.078,61.02,0.2082,0.01478,10.45,26.92,0.823,0.5159,8.141,9.53,3.367,0.005463,1.403,0.5535,0.5147,0.6513,0.06345,0.3285,0.1089,1.1299444444444444,0.2
"2024-01-22 13:05:00",154.7,1.54,84.1,0.2978,0.03359,14.05,34.73,1.16,0.6085,10.45,11.89,4.199,0.005463,1.744,0.6263,0.6072,0.7897,0.07536,0.3723,0.1204,1.3607647058823529,0.30283333333333334
"2024-01-22 14:05:00",110.7,2.088,63.6,0.4158,0.04104,10.74,27.51,1.527,0.5195,8.315,9.386,3.279,0.01289,1.402,0.7004,0.5361,0.8199,0.09154,0.4101,0.1343,1.564,0.6315000000000001
"2024-01-22 15:05:00",115.5,2.378,67.8,0.5486,0.06908,11.53,30.19,1.616,0.5818,9.289,10.44,3.434,0.02503,1.601,0.8528,0.5659,1.099,0.158,0.5345,0.1995,1.7758888888888889,0.606
"2024-01-22 16:05:00",142.4,1.579,85.54,0.2965,0.02001,14.92,39.29,1.179,0.7346,12.05,13.6,4.166,0.01157,1.51,1.195,0.5281,1.578,0.2029,0.7695,0.2888,1.547235294117647,0.45261111111111113
"2024-01-22 17:05:00",163.1,1.932,95.89,0.3363,0.01466,15.91,40.22,1.301,0.6729,11.33,12.81,3.811,0.005463,1.253,0.9257,0.3782,0.7393,0.06807,0.2588,0.09542,1.6277777777777778,0.506
"2024-01-22 18:05:00",264.6,2.456,160.9,0.4605,0.0231,25.77,66.15,1.996,1.144,19.19,21.5,6.267,0.005463,2.044,1.52,0.6149,1.183,0.1017,0.3912,0.1374,1.7372222222222222,0.6950555555555555
"2024-01-22 19:05:00",233.1,2.099,137.6,0.3627,0.01706,21.63,55.08,1.435,0.9132,15.51,17.53,5.183,0.005463,1.692,1.007,0.505,0.8836,0.09142,0.3153,0.125,1.4934444444444444,0.5587222222222222
"2024-01-22 20:05:00",145.2,1.404,89.79,0.2363,0.00695,15.06,38.75,1.046,0.6464,10.85,12.38,3.592,0.005463,1.157,0.7411,0.3474,0.61,0.05815,0.1954,0.07556,1.1463888888888887,0.43544444444444447
"2024-01-22 21:05:00",100.5,0.9568,61.91,0.1699,0.00695,10.72,27.69,0.7638,0.4393,7.697,8.66,2.461,0.005463,0.7919,0.4974,0.2178,0.3884,0.02816,0.1028,0.03684,0.7869444444444444,0.23850000000000002
"2024-01-22 22:05:00",3.967,0.01138,2.138,0.008949,0.00695,0.2961,0.7727,0.2293,0.01433,0.1967,0.2207,0.07314,0.005463,0.02864,0.05173,0.01293,0.02185,0.004008,0.004127,0.004163,0.4849090909090909,0.20000000000000004
"2024-01-22 23:05:00",5.176,0.01138,3.676,0.008949,0.00695,0.6134,1.595,0.2933,0.03387,0.4498,0.5052,0.1699,0.005463,0.07619,0.07738,0.03885,0.04803,0.0167,0.05903,0.01363,"",""
"2024-01-23 00:05:00",11.05,0.01138,10.54,0.008949,0.00695,1.912,4.825,0.3387,0.08539,1.281,1.395,0.4189,0.005463,0.1724,0.09922,0.07307,0.09458,0.02279,0.1021,0.02652,2.3706470588235296,0.2
"2024-01-23 01:05:00",43.23,0.4063,25.58,0.09728,0.00695,4.297,11.26,0.6785,0.244,3.538,4.207,1.543,0.005463,0.6018,0.2585,0.1661,0.2548,0.01615,0.08984,0.02546,2.3609473684210527,0.511
