"time_utc","ethane","ethene","propane","propene","1_3-butadiene","i-butane","n-butane","acetylene","cyclopentane","i-pentane","n-pentane","n-hexane","isoprene","n-heptane","benzene","n-octane","toluene","ethyl-benzene","m&p-xylene","o-xylene","h2s","so2"
"YYYY-MM-DD HH:mm","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb","ppb"
"2023-04-15 00:05:00",3.584,0.06239,1.675,0.00898,0.007151,0.3113,0.6983,0.2138,0.05437,0.2598,0.2536,0.1167,0.02638,0.06395,0.06636,0.11,0.09783,0.01365,0.08379,0.02364,"",""
"2023-04-15 01:05:00",2.859,0.06603,1.27,0.00898,0.007151,0.245,0.5082,0.2182,0.05021,0.1879,0.1788,0.08332,0.02369,0.04475,0.04711,0.09325,0.0811,0.01112,0.08221,0.02627,"",""
"2023-04-15 02:05:00",1.465,0.03981,1.001,0.00898,0.007151,0.13,0.3019,0.1951,0.0492,0.1642,0.1615,0.09152,0.02453,0.03248,0.04013,0.05764,0.06792,0.003928,0.0311,0.004127,"",""
"2023-04-15 03:05:00",3.52,0.03562,3.221,0.00898,0.007151,0.46,1.192,0.1886,0.08223,0.5366,0.6639,0.3669,0.0276,0.1189,0.06356,0.09082,0.1097,0.01772,0.07106,0.01949,"",""
"2023-04-15 04:05:00",5.741,0.03483,4.669,0.00898,0.007151,0.9121,2.286,0.1891,0.07571,0.6816,0.7451,0.2133,0.02807,0.08049,0.06474,0.08472,0.09277,0.003928,0.04094,0.004127,"",""
"2023-04-15 05:05:00",43.79,0.1775,34.16,0.04358,0.007151,6.486,16.63,0.321,0.3589,5.045,5.777,1.951,0.02833,0.8185,0.361,0.3181,0.4177,0.03078,0.2154,0.05856,"",""
"2023-04-15 06:05:00",44.79,0.1175,26.55,0.03811,0.007151,4.841,11.46,0.2687,0.2175,3.351,3.622,1.127,0.03211,0.3985,0.1482,0.1934,0.2193,0.01118,0.08167,0.02523,"",""
"2023-04-15 07:05:00",9.067,0.5622,4.831,0.09066,0.007151,0.7969,1.907,0.2275,0.08013,0.574,0.6703,0.273,0.02732,0.1028,0.06063,0.09574,0.08557,0.003928,0.02718,0.004127,"",""
"2023-04-15 08:05:00",19.26,0.04257,12.88,0.00898,0.007151,2.801,7.202,0.2118,0.1808,2.366,2.64,0.8779,0.02719,0.3693,0.1541,0.183,0.1916,0.01021,0.1094,0.03008,"",""
"2023-04-15 09:05:00",22.33,0.1559,15.02,0.04156,0.007151,2.851,6.994,0.2526,0.1538,2.061,2.244,0.7019,0.02849,0.243,0.1166,0.1426,0.1624,0.01443,0.07968,0.004127,"",""
"2023-04-15 10:05:00",18.47,0.2805,10.6,0.0736,0.007151,1.9,4.554,0.4016,0.1281,1.364,1.407,0.4329,0.0323,0.1624,0.1487,0.1186,0.1576,0.01789,0.04925,0.01667,"",""
"2023-04-15 11:05:00",34.32,0.1495,25.36,0.05071,0.007151,4.774,12.02,0.3336,0.2428,3.403,3.61,1.003,0.02851,0.3297,0.2165,0.1448,0.2283,0.02206,0.06991,0.02807,"",""
"2023-04-15 12:05:00",222.1,0.4681,151.1,0.161,0.007151,25.94,59.33,0.7743,0.8036,15.56,16.34,4.814,0.03116,1.904,0.8062,0.7425,0.8613,0.05808,0.4125,0.1082,"",""
"2023-04-15 13:05:00",142.9,0.5342,105.7,0.1777,0.015,17.56,40.78,0.7612,0.5868,10.53,10.71,2.691,0.02793,0.8376,0.6801,0.2897,0.5756,0.07914,0.2175,0.07975,"",""
"2023-04-15 14:05:00",271.5,0.4053,218.2,0.1206,0.007151,39.16,89.66,0.9932,1.019,21.71,21.34,3.898,0.01478,0.7374,1.278,0.2389,0.6498,0.08909,0.2239,0.09554,"",""
"2023-04-15 15:05:00",81.98,0.5493,51.44,0.1354,0.007151,9.079,21.78,0.5938,0.3994,6.099,6.265,1.7,0.005896,0.5642,0.6955,0.2013,0.4659,0.05627,0.1543,0.05727,"",""
"2023-04-15 16:05:00",16.46,0.02765,10.93,0.02994,0.007151,2.04,4.894,0.06327,0.115,1.444,1.425,0.4024,0.005896,0.1253,0.2541,0.06989,0.1535,0.01544,0.03615,0.004127,"",""
"2023-04-15 17:05:00",4.733,0.05415,2.13,0.02043,0.007151,0.3719,0.9474,0.2584,0.02977,0.3463,0.263,0.08499,0.005896,0.03285,0.08166,0.04025,0.05389,0.003928,0.004042,0.004127,"",""
"2023-04-15 18:05:00",2.796,0.03992,1.493,0.00898,0.007151,0.3207,0.8087,0.2326,0.02605,0.2556,0.2676,0.08434,0.005896,0.02888,0.06469,0.0558,0.0391,0.003928,0.004042,0.004127,"",""
"2023-04-15 19:05:00",17.88,2.332,1.254,0.00898,0.007151,0.2418,0.5642,0.242,0.01921,0.178,0.1536,0.05399,0.005896,0.0212,0.05801,0.05996,0.03969,0.003928,0.004042,0.004127,"",""
"2023-04-15 20:05:00",17.5,3.469,2.63,0.106,0.007151,0.5493,1.348,0.3301,0.03203,0.4157,0.3796,0.1087,0.005896,0.03563,0.07159,0.06502,0.04776,0.003928,0.01456,0.004127,"",""
"2023-04-15 21:05:00",16.99,2.362,1.142,0.00898,0.007151,0.2223,0.5874,0.2376,0.02054,0.2273,0.1576,0.04833,0.005896,0.01747,0.06172,0.05991,0.04354,0.003928,0.004042,0.004127,"",""
"2023-04-15 22:05:00",18.32,3.285,1.844,0.02799,0.007151,0.3622,0.9922,0.2639,0.02822,0.3837,0.2757,0.08022,0.005896,0.02828,0.06466,0.0629,0.04628,0.003928,0.004042,0.004127,"",""
"2023-04-15 23:05:00",17.55,3.324,1.686,0.02147,0.007151,0.2961,0.599,0.249,0.02374,0.1619,0.1589,0.05799,0.005896,0.01985,0.05799,0.03803,0.04643,0.003928,0.004042,0.004127,0.2,0.2
"2023-04-16 00:05:00",18.42,5.71,3.628,0.01851,0.007151,0.662,1.678,0.2447,0.05156,0.5536,0.4431,0.1229,0.01884,0.04235,0.06332,0.07601,0.05547,0.003928,0.004042,0.004127,0.2,0.2
"2023-04-16 01:05:00",18.49,6.825,6.969,0.03503,0.007151,1.455,3.789,0.2945,0.1744,1.589,2.135,1.582,0.01829,0.7422,0.1775,0.2274,0.2281,0.009473,0.06296,0.004127,0.2,0.2
"2023-04-16 02:05:00",19.14,16.97,15.62,0.0626,0.007151,3.341,9.386,0.3743,0.3063,3.716,4.475,1.653,0.02704,0.4592,0.3136,0.1669,0.3755,0.02691,0.1023,0.0394,0.2318666666666667,0.2
"2023-04-16 03:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.21546666666666667
"2023-04-16 04:05:00","","","","","","","","","","","","","","","","","","","","",0.5205333333333333,0.2
"2023-04-16 05:05:00","","","","","","","","","","","","","","","","","","","","",0.767,0.2
"2023-04-16 06:05:00",49.38,0.1647,33.13,0.05867,0.007151,5.083,12.96,0.3931,0.362,3.893,4.089,1.327,0.02807,0.5366,0.6333,0.2443,0.5864,0.08724,0.1748,0.07201,1.0211333333333334,0.2
"2023-04-16 07:05:00","","","","","","","","","","","","","","","","","","","","",0.9932666666666667,0.2
"2023-04-16 08:05:00",18.98,0.1185,13.11,0.05548,0.007151,2.044,5.331,0.3553,0.159,1.588,1.669,0.4979,0.02293,0.1874,0.2392,0.1388,0.2085,0.02804,0.05547,0.02174,0.7577142857142858,0.2
"2023-04-16 09:05:00",27.5,0.1081,28.81,0.0539,0.007151,5.427,13.32,0.4347,0.2501,3.596,3.818,1.08,0.02237,0.3628,0.3063,0.185,0.2713,0.02465,0.08762,0.02574,0.74,0.2
"2023-04-16 10:05:00",43.42,0.1843,43.12,0.0636,0.007151,8.015,19.77,0.44,0.3367,5.324,5.581,1.481,0.0257,0.4704,0.4342,0.1656,0.3308,0.02793,0.07737,0.0254,0.715,0.2
"2023-04-16 11:05:00",40.48,0.2151,27.29,0.07796,0.007151,4.775,11.42,0.4368,0.2345,3.242,3.455,1.061,0.02599,0.4244,0.2714,0.2214,0.2962,0.03741,0.1158,0.03736,0.7088888888888889,0.2
"2023-04-16 12:05:00",92.15,0.3116,56.27,0.1188,0.007151,9.207,20.89,0.588,0.3396,5.735,5.997,1.787,0.02822,0.6835,0.3726,0.2831,0.4083,0.06863,0.2131,0.08449,0.8374117647058824,0.2
"2023-04-16 13:05:00",168.3,0.2165,91.56,0.1082,0.007151,15.23,35.12,0.6228,0.5611,9.855,10.8,3.795,0.02134,1.883,0.4685,0.7755,0.6732,0.04186,0.3521,0.08391,0.8078333333333334,0.2
"2023-04-16 14:05:00",133.1,0.3415,136.1,0.09357,0.007151,25.45,62.24,0.8619,0.9207,16.55,17.64,4.648,0.01575,1.414,1.016,0.38,0.815,0.05052,0.2057,0.05639,1.1255,0.2951111111111111
"2023-04-16 15:05:00",41.58,0.2385,37.8,0.08409,0.007151,6.964,17.47,0.4794,0.3195,4.846,5.209,1.432,0.0173,0.4412,0.3792,0.1707,0.3103,0.02556,0.07492,0.02032,0.8149444444444445,0.2
"2023-04-16 16:05:00",26.19,0.2709,16.09,0.06118,0.007151,2.623,6.6,0.3871,0.1624,1.939,2.099,0.6836,0.01531,0.249,0.3495,0.15,0.2653,0.02464,0.06101,0.02441,0.49622222222222223,0.2
"2023-04-16 17:05:00",18.56,0.1524,12.18,0.0354,0.007151,2.027,5.057,0.3453,0.1089,1.383,1.497,0.4575,0.01202,0.1691,0.1857,0.1418,0.1512,0.01785,0.04369,0.004127,0.2,0.2
"2023-04-16 18:05:00",10.98,0.1206,6.692,0.02817,0.007151,1.1,2.839,0.3383,0.07949,0.8114,0.9168,0.3115,0.005896,0.1308,0.1352,0.1243,0.1122,0.01352,0.02956,0.004127,0.2,0.2
"2023-04-16 19:05:00",18.08,0.1511,12.7,0.03722,0.007151,1.93,5.403,0.3888,0.1232,1.436,1.589,0.4818,0.005896,0.1818,0.1711,0.1374,0.136,0.003928,0.03989,0.004127,0.2898333333333334,0.2
"2023-04-16 20:05:00",21.5,0.1531,15.8,0.04039,0.007151,2.13,6.147,0.3717,0.1325,1.496,1.68,0.4786,0.005896,0.1609,0.1466,0.1336,0.1102,0.01444,0.02861,0.01552,0.32083333333333336,0.2
"2023-04-16 21:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.4025
"2023-04-16 22:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.6524117647058824
"2023-04-16 23:05:00",22.77,0.21,14.97,0.04375,0.007151,2.093,5.998,0.3384,0.1409,1.532,1.752,0.5219,0.01693,0.1814,0.1801,0.1353,0.1313,0.01384,0.004042,0.004127,0.2,0.22416666666666668
"2023-04-17 00:05:00",23.57,0.181,14.9,0.03509,0.007151,2.026,5.811,0.3238,0.1427,1.483,1.762,0.5479,0.01684,0.1902,0.1664,0.124,0.1384,0.01279,0.04092,0.004127,0.2,0.2
"2023-04-17 01:05:00",25.63,0.1905,16.2,0.03957,0.007151,2.19,6.276,0.3452,0.146,1.583,1.854,0.5693,0.01851,0.2024,0.1566,0.1357,0.1329,0.0121,0.04264,0.009999,0.2,0.2
"2023-04-17 02:05:00",36.04,0.6114,24.13,0.1244,0.007151,3.496,10.14,0.5319,0.3181,3.34,3.788,1.459,0.005896,0.6229,0.3609,0.2826,0.5438,0.04604,0.1685,0.0571,0.22672222222222224,0.2
"2023-04-17 03:05:00",100.0,1.456,56.91,0.315,0.01902,9.13,23.23,1.137,0.5719,7.688,9.0,3.331,0.02586,1.235,0.6509,0.5237,0.9743,0.1991,0.6116,0.2563,0.6331111111111112,0.2
"2023-04-17 04:05:00",278.3,1.162,146.5,0.2506,0.007151,25.23,61.9,1.363,1.163,19.4,22.59,7.865,0.02087,2.831,0.8896,1.029,1.029,0.07119,0.5185,0.1493,0.5405,0.2
"2023-04-17 05:05:00",172.2,0.7351,117.4,0.1767,0.007151,20.51,57.63,0.9456,1.476,22.84,27.0,7.589,0.01873,2.318,1.577,0.6848,1.402,0.06167,0.369,0.1096,0.2,0.2
"2023-04-17 06:05:00",265.4,1.001,162.9,0.2009,0.007151,28.15,75.25,1.223,2.014,29.73,35.9,13.06,0.02235,5.838,1.699,2.213,2.317,0.1274,0.9995,0.2912,0.47277777777777774,0.2
"2023-04-17 07:05:00",208.8,1.132,121.0,0.2141,0.007151,20.58,53.58,1.245,1.172,16.46,19.82,7.211,0.02042,3.109,1.125,1.215,1.311,0.07805,0.5972,0.1769,0.7880555555555556,0.46829411764705886
"2023-04-17 08:05:00",153.3,1.656,96.77,0.292,0.01642,16.05,43.14,1.212,0.8932,12.86,15.33,5.082,0.02215,1.873,0.9301,0.6334,0.9611,0.07007,0.3913,0.118,1.2561111111111112,1.0394117647058825
"2023-04-17 09:05:00",206.3,1.362,128.3,0.2959,0.007151,22.07,58.42,1.25,1.26,17.91,21.46,7.473,0.0236,2.885,1.308,0.9358,1.494,0.08484,0.5358,0.1573,1.0214444444444444,0.80425
"2023-04-17 10:05:00",255.0,1.996,157.2,0.4361,0.03036,26.91,71.03,1.803,1.49,22.31,26.18,8.856,0.02789,3.258,1.491,1.035,1.638,0.1345,0.6676,0.2081,0.9789411764705882,0.6571875
"2023-04-17 11:05:00",179.0,1.344,118.2,0.2806,0.007151,21.12,58.97,1.125,1.402,19.85,23.72,7.895,0.02167,3.2,1.479,1.138,1.477,0.09009,0.5794,0.1839,0.7965625,0.53925
"2023-04-17 12:05:00",126.5,1.482,78.95,0.3275,0.02316,12.8,33.52,1.174,0.6677,9.833,11.21,3.689,0.02786,1.391,0.7142,0.4857,0.8043,0.08654,0.3397,0.1113,1.2620625,0.861764705882353
"2023-04-17 13:05:00",146.0,2.0,93.17,0.465,0.03417,15.3,40.68,1.277,0.831,12.2,13.79,4.484,0.005896,1.66,0.9048,"",1.111,0.1645,0.5162,0.1926,1.7929411764705883,1.0275625
"2023-04-17 14:05:00","","","","","","","","","","","","","","","","","","","","",1.586470588235294,1.4196875
"2023-04-17 15:05:00",83.58,0.9178,59.3,0.1924,0.007151,9.608,26.62,0.7645,0.5804,7.688,8.955,2.789,0.01491,1.01,0.5268,"",0.5679,0.08285,0.2751,0.1064,1.2586666666666666,1.6346666666666667
"2023-04-17 16:05:00",18.66,0.6698,47.06,0.1416,0.007151,7.467,20.63,0.7166,0.4432,5.691,6.516,1.966,0.01316,0.7007,0.4064,"",0.4213,0.05405,0.1684,0.07491,0.8178,1.0086
"2023-04-17 17:05:00",44.35,0.3851,29.89,0.08442,0.007151,4.687,12.7,0.4613,0.2748,3.529,3.995,1.184,0.01643,0.4166,0.2688,"","",0.02583,0.06835,0.03404,0.3158666666666667,0.5366666666666667
"2023-04-17 18:05:00",38.07,0.2877,26.31,0.06139,0.007151,4.213,11.63,0.4182,0.253,3.277,3.856,1.193,0.01262,0.384,0.2758,"","",0.02799,0.08123,0.02917,0.2,0.47600000000000003
"2023-04-17 19:05:00",20.49,0.2069,14.67,0.05119,0.007151,2.357,6.539,0.367,0.1381,1.734,1.902,0.5363,0.005896,0.183,0.1592,"","",0.01461,0.03162,0.004127,0.2,0.5318
"2023-04-17 20:05:00",19.29,0.1876,12.4,0.0466,0.007151,1.953,5.411,0.3494,0.1194,1.518,1.594,0.4653,0.0141,0.1546,0.1727,"","",0.008525,0.01606,0.004127,0.2,0.4528
"2023-04-17 21:05:00",17.38,0.1814,10.79,0.04852,0.007151,1.691,4.63,0.3237,0.1188,1.34,1.43,0.4396,0.01204,0.1507,0.1526,"","",0.01675,0.03097,0.004127,0.2,0.24333333333333332
"2023-04-17 22:05:00",16.14,0.1625,9.873,0.04241,0.007151,1.593,4.279,0.324,0.1008,1.235,1.336,0.4197,0.01553,0.1436,0.1446,"","",0.007991,0.02913,0.008678,0.2,0.2
"2023-04-17 23:05:00",14.12,0.1618,8.558,0.04174,0.007151,1.357,3.562,0.3524,0.09818,1.027,1.097,0.3465,0.01835,0.1225,0.1314,"","",0.0124,0.054,0.01439,0.2,0.2
"2023-04-18 00:05:00",15.81,0.182,9.93,0.04585,0.007151,1.624,4.259,0.3436,0.1108,1.214,1.327,0.4208,0.02055,0.1491,0.1347,"","",0.01301,0.03923,0.004127,0.2,0.2
"2023-04-18 01:05:00",20.3,0.2148,13.53,0.05521,0.007151,2.292,5.734,0.3787,0.131,1.617,1.771,0.5649,0.02028,0.2168,0.1617,"","",0.01953,0.06713,0.01376,0.2,0.45305555555555554
"2023-04-18 02:05:00",24.55,0.3621,15.93,0.07131,0.007151,2.666,6.997,0.5644,0.1656,2.008,2.245,0.7406,0.01743,0.3071,0.2742,"","",0.02255,0.1436,0.03575,0.2,0.4537777777777777
"2023-04-18 03:05:00",28.37,0.3221,17.64,0.0732,0.007151,3.101,7.434,0.4873,0.1464,2.093,2.235,0.6553,0.01539,0.2256,0.234,"","",0.03921,0.07877,0.01494,0.24722222222222223,1.0245555555555557
"2023-04-18 04:05:00","","","","","","","","","","","","","","","","","","","","",0.33841176470588236,0.9848235294117648
"2023-04-18 05:05:00","","","","","","","","","","","","","","","","","","","","",0.4090588235294118,0.6259444444444444
"2023-04-18 06:05:00",55.99,0.588,41.74,0.139,0.007151,7.809,21.88,0.5726,0.5143,6.675,7.957,2.392,0.01804,0.7973,0.4953,"","",0.02404,0.1287,0.03981,0.47016666666666673,0.24833333333333332
"2023-04-18 07:05:00",52.62,0.6957,36.22,0.1838,0.007151,6.496,18.16,0.6613,0.4578,5.611,6.784,2.068,0.01941,0.6715,0.5104,"","",0.02878,0.1327,0.03659,0.21166666666666667,0.2
"2023-04-18 08:05:00",57.55,0.6938,39.59,0.1644,0.007151,7.916,23.25,0.5255,0.7038,7.861,9.776,3.297,0.02002,1.088,0.9239,"","",0.03097,0.1769,0.05823,0.2,0.2
"2023-04-18 09:05:00",83.16,0.678,49.34,0.1809,0.007151,8.899,23.3,0.533,0.5373,7.285,8.81,3.055,0.0206,1.192,0.5021,"","",0.03944,0.2411,0.0488,0.2,0.2
"2023-04-18 10:05:00",140.6,1.145,82.93,0.3177,0.007151,14.83,39.99,0.9082,0.9008,12.63,15.22,5.045,0.02953,1.824,0.8954,"","",0.08619,0.3908,0.1234,0.4798823529411764,0.2
"2023-04-18 11:05:00",185.9,0.966,106.0,0.2487,0.007151,18.7,48.55,1.154,1.05,15.14,18.06,6.248,0.02634,2.359,1.095,"","",0.07997,0.4579,0.1656,0.5305,0.2
"2023-04-18 12:05:00",329.8,1.702,181.2,0.4612,0.02963,30.14,75.4,1.844,1.476,22.38,26.06,8.729,0.03364,3.155,1.428,"","",0.09987,0.5657,0.1902,1.206,0.2
"2023-04-18 13:05:00",200.1,2.439,120.1,0.6274,0.04661,20.71,53.11,1.829,1.043,16.42,19.25,6.763,0.005896,2.525,1.137,"","",0.1049,0.5199,0.1871,0.9870000000000001,0.3996111111111111
"2023-04-18 14:05:00",149.2,2.128,95.12,0.5386,0.02974,16.32,43.23,1.63,0.9281,13.5,16.18,5.781,0.02016,2.313,1.041,"","",0.1436,0.5576,0.2102,1.005611111111111,0.2112777777777778
"2023-04-18 15:05:00",144.4,1.53,90.96,0.3567,0.007151,14.98,39.04,1.153,0.8094,11.73,13.8,4.597,0.01208,1.745,0.9056,"","",0.06686,0.3898,0.1538,0.7033888888888888,0.2
"2023-04-18 16:05:00",14.08,0.07477,1.468,0.02449,0.007151,0.3075,0.6983,0.2296,0.03792,0.243,0.3083,0.2223,0.005896,0.1119,0.05358,"","",0.003928,0.01533,0.03404,0.20000000000000004,0.2
"2023-04-18 17:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 18:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 19:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 20:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 21:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 22:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-18 23:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 00:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 01:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 02:05:00","","","","","","","","","","","","","","","","","","","","",0.2792777777777778,0.2
"2023-04-19 03:05:00","","","","","","","","","","","","","","","","","","","","",0.264875,0.2
"2023-04-19 04:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 05:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.20000000000000004
"2023-04-19 06:05:00","","","","","","","","","","","","","","","","","","","","","",0.2
"2023-04-19 07:05:00","","","","","","","","","","","","","","","","","","","","",0.437,0.2
"2023-04-19 08:05:00","","","","","","","","","","","","","","","","","","","","",0.4696666666666667,0.2
"2023-04-19 09:05:00","","","","","","","","","","","","","","","","","","","","",0.6465882352941177,0.24711111111111114
"2023-04-19 10:05:00","","","","","","","","","","","","","","","","","","","","",0.44966666666666666,0.2
"2023-04-19 11:05:00","","","","","","","","","","","","","","","","","","","","",0.7520555555555556,0.2
"2023-04-19 12:05:00","","","","","","","","","","","","","","","","","","","","",0.2141666666666667,0.2
"2023-04-19 13:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2717222222222222
"2023-04-19 14:05:00","","","","","","","","","","","","","","","","","","","","",0.22743750000000001,0.2
"2023-04-19 15:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 16:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-19 17:05:00",1.741,0.03831,0.8841,0.06715,0.007151,0.2059,0.3916,0.1845,0.005172,0.1405,0.1726,0.1347,0.005896,0.05791,0.04141,"","",0.003928,0.004042,0.004127,0.2,0.2
"2023-04-19 18:05:00",5.051,0.5395,2.201,0.1586,0.007151,0.4229,0.884,0.3874,0.03072,0.2906,0.3164,0.1796,0.005896,0.1414,0.04767,"","",0.003928,0.01184,0.004127,0.2,0.2
"2023-04-19 19:05:00",23.06,0.5159,11.36,0.1488,0.007151,1.825,4.686,0.3002,0.113,1.665,1.886,0.5126,0.005896,0.1916,0.08631,"","",0.003928,0.0466,0.004127,0.2,0.2
"2023-04-19 20:05:00",7.702,0.05572,4.499,0.01827,0.007151,1.036,2.611,0.1953,0.06185,0.9301,1.071,0.452,0.005896,0.1893,0.05099,"","",0.003928,0.0593,0.004127,0.2,0.2
"2023-04-19 21:05:00",6.391,0.1602,3.297,0.041,0.007151,0.6062,1.404,0.2301,0.03808,0.4765,0.5172,0.1641,0.005896,0.06235,0.05262,"","",0.003928,0.01652,0.004127,0.2,0.2
"2023-04-19 22:05:00",3.375,0.09179,1.69,0.02816,0.007151,0.3396,0.7785,0.2259,0.03442,0.3066,0.3438,0.2279,0.005896,0.1759,0.05758,"","",0.02297,0.076,0.03597,0.2,0.2
"2023-04-19 23:05:00",14.51,0.4294,6.937,0.0937,0.007151,1.317,3.133,0.3583,0.06989,0.9774,1.077,0.4255,0.005896,0.2046,0.07634,"","",0.003928,0.02815,0.004127,0.2,0.2
"2023-04-20 00:05:00",1.863,0.1259,0.8923,0.04464,0.007151,0.216,0.4193,0.1877,0.02675,0.1778,0.1597,0.07845,0.005896,0.03707,0.05539,"","",0.02144,0.04076,0.02092,0.2,0.2
"2023-04-20 01:05:00",2046.0,1.587,794.1,0.2693,0.007151,176.8,536.5,2.167,9.478,181.4,222.4,90.71,0.005896,37.25,4.688,"","",0.3531,5.253,1.185,0.2,0.2
"2023-04-20 02:05:00",29.34,0.3676,15.22,0.1034,0.007151,2.462,6.11,0.4348,0.1286,1.93,2.157,0.7075,0.01679,0.3043,0.1325,"","",0.01474,0.08405,0.02528,0.2,0.2
"2023-04-20 03:05:00",105.8,3.701,44.75,0.6867,0.04629,7.646,16.81,0.6431,0.2704,5.086,5.522,1.92,0.01598,0.7003,0.2446,"","",0.003928,0.1017,0.02419,0.2,0.2
"2023-04-20 04:05:00",22.72,0.5011,15.35,0.09122,0.007151,3.519,9.994,0.5275,0.3572,4.279,5.414,2.514,0.01384,1.165,0.2701,"","",0.02081,0.1485,0.03481,0.2,0.2
"2023-04-20 05:05:00",18.29,0.1697,11.62,0.04484,0.007151,2.161,5.338,0.2416,0.123,1.633,1.832,0.6374,0.01349,0.2363,0.102,0.2073,0.1411,0.003928,0.004042,0.008777,0.2,0.2
"2023-04-20 06:05:00",13.61,0.06394,12.01,0.02778,0.007151,2.538,6.652,0.2327,0.1726,2.164,2.532,0.8615,0.01403,0.3103,0.1023,0.4031,0.1508,0.02081,0.1236,0.0376,"",""
"2023-04-20 07:05:00",4.657,0.09661,2.518,0.02591,0.007151,0.5772,1.43,0.2236,0.06903,0.5538,0.6825,0.3047,0.01329,0.1257,0.06822,"","",0.01723,0.02776,0.004127,0.2,0.20000000000000004
"2023-04-20 08:05:00",56.87,1.026,28.06,0.2204,0.007151,4.834,10.85,0.3511,0.2032,3.236,3.601,1.277,0.01478,0.5075,0.1446,"","",0.003928,0.07633,0.03585,0.2,0.2
"2023-04-20 09:05:00",19.41,0.09052,12.2,0.03009,0.007151,2.301,5.593,0.2574,0.1374,1.682,1.915,0.7279,0.01486,0.3423,0.1054,"","",0.003928,0.063,0.009999,0.2,0.2
"2023-04-20 10:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-20 11:05:00","","","","","","","","","","","","","","","","","","","","",0.2,0.2
"2023-04-20 12:05:00",30.08,0.2181,20.05,0.06925,0.007151,3.764,9.014,0.3444,0.2165,2.846,2.873,0.9004,0.01977,0.358,0.3034,"","",0.03799,0.1471,0.07305,0.5333333333333333,0.2
"2023-04-20 13:05:00",21.86,0.09442,12.7,0.03372,0.007151,2.113,5.254,0.3169,0.1628,1.732,1.704,0.5362,0.01551,0.199,0.3526,"","",0.03892,0.08437,0.03574,0.5954999999999999,0.2
"2023-04-20 14:05:00",52.72,0.9387,38.66,0.2341,0.007151,7.082,17.97,1.232,0.4021,5.489,5.865,1.793,0.01539,0.4873,0.721,"","",0.07932,0.17,0.04479,0.9712941176470589,0.2
"2023-04-20 15:05:00",20.29,0.1358,11.21,0.04889,0.007151,2.081,5.064,0.394,0.1518,1.864,1.607,0.5504,0.01308,0.2426,0.3962,"","",0.03117,0.07473,0.01593,0.7806666666666666,0.2
"2023-04-20 16:05:00",7.824,0.1828,5.033,0.05411,0.007151,0.8065,2.062,0.3543,0.06827,0.615,0.6403,0.2122,0.005896,0.07826,0.1708,"","",0.01754,0.01614,0.009383,0.2327058823529412,0.2
"2023-04-20 17:05:00",9.697,0.229,6.019,0.05363,0.007151,0.9606,2.427,0.413,0.07286,0.7215,0.7517,0.2521,0.005896,0.09918,0.1963,"","",0.02309,0.0211,0.004127,0.3276470588235294,0.2
"2023-04-20 18:05:00",6.276,0.05062,3.449,0.02003,0.007151,0.5533,1.323,0.3097,0.03688,0.4184,0.3905,0.1266,0.005896,0.04499,0.1313,"","",0.003928,0.008137,0.01051,0.2812352941176471,0.2
"2023-04-20 19:05:00",6.904,0.09094,4.132,0.0383,0.007151,0.6777,1.621,0.3488,0.04079,0.4632,0.4767,0.1518,0.005896,0.05059,0.1333,"","",0.003928,0.004042,0.004127,0.2,0.2
"2023-04-20 20:05:00",14.92,0.07184,10.8,0.02299,0.007151,1.83,4.482,0.3088,0.08239,1.236,1.305,0.3847,0.005896,0.1348,0.172,"","",0.01195,0.004042,0.00897,0.2,0.2
"2023-04-20 21:05:00",11.39,0.1169,7.133,0.03512,0.007151,1.229,2.921,0.3381,0.07193,0.8147,0.8852,0.282,0.0121,0.09705,0.1455,"","",0.003928,0.01943,0.004127,0.2,0.2
